MPH Code,Channel,Product No,Policy/CoI Number,UIN,Product Option Code,Base Cover ID,Inbuilt Cover ID,Spouse Cover/Joint Life ID,Coverage Effective date,Expiry Date,maturity date,PH DOB,PH Entry Age,Premium,Premium Term_Month,Premium Frequency,Premium Mode,SA_code,Sum Assured,Current SA,Smoker Status,Occupation code,State Code,PH Gender,Status,Area,Policy Term_Month,premium_payment_term (PPT),Blank1,Blank2,Blank3,Blank4,Blank5,Blank6,Blank7,Blank8,Blank9,Blank10,Product Rider ID,Rider Type,Rider effective date,Rider term,Rider premium,Rider expiry date,Rider Sum Assured,Treaty type,Treaty ID,Reins premium,Reins SA,Retention %,Retention Amount,Reins commission
KIARMPH001,SVOJBK0001,1,78516,163N001V01,,CARKS_BDB,,Single Life,11-08-2023,11-08-2025,11-08-2025,25-06-1971,52,265,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,424526,163N001V01,,CARKS_BDB,,Single Life,12-12-2023,12-06-2025,12-06-2025,26-12-1997,25,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,424527,163N001V01,,CARKS_BDB,,Single Life,12-12-2023,12-06-2025,12-06-2025,10-01-1987,36,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,25430,163N001V01,,CARKS_BDB,,Single Life,19-06-2023,19-12-2024,19-12-2024,25-05-1975,48,199,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,25431,163N001V01,,CARKS_BDB,,Single Life,19-06-2023,19-12-2024,19-12-2024,29-08-2000,22,199,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,738864,163N001V01,,CARKS_BDB,,Single Life,26-02-2024,26-02-2026,26-02-2026,04-10-1989,34,212,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Female,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,738865,163N001V01,,CARKS_BDB,,Single Life,26-02-2024,26-02-2026,26-02-2026,01-01-1978,46,212,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Male,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,414376,163N001V01,,CARKS_BDB,,Single Life,27-11-2023,27-05-2025,27-05-2025,10-12-1988,34,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,414377,163N001V01,,CARKS_BDB,,Single Life,27-11-2023,27-05-2025,27-05-2025,18-04-1981,42,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,332406,163N001V01,,CARKS_BDB,,Single Life,17-10-2023,17-11-2024,17-11-2024,27-08-1977,46,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,332407,163N001V01,,CARKS_BDB,,Single Life,17-10-2023,17-11-2024,17-11-2024,01-01-1970,53,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,71736,163N001V01,,CARKS_BDB,,Single Life,17-07-2023,17-08-2024,17-08-2024,13-02-1969,54,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,71737,163N001V01,,CARKS_BDB,,Single Life,17-07-2023,17-08-2024,17-08-2024,25-03-1993,30,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,414931,163N001V01,,CARKS_BDB,,Single Life,29-11-2023,29-05-2025,29-05-2025,11-05-1985,38,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,414932,163N001V01,,CARKS_BDB,,Single Life,29-11-2023,29-05-2025,29-05-2025,22-01-1988,35,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,738866,163N001V01,,CARKS_BDB,,Single Life,23-02-2024,23-08-2025,23-08-2025,01-01-1984,40,159.2,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,738873,163N001V01,,CARKS_BDB,,Single Life,23-02-2024,23-08-2025,23-08-2025,01-01-1979,45,159.2,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,25432,163N001V01,,CARKS_BDB,,Single Life,19-06-2023,19-02-2025,19-02-2025,01-01-1984,39,221,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,20,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,25433,163N001V01,,CARKS_BDB,,Single Life,19-06-2023,19-02-2025,19-02-2025,01-01-1975,48,221,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,20,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,595196,163N001V01,,CARKS_BDB,,Single Life,06-02-2024,06-02-2026,06-02-2026,05-10-1974,49,265,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,595197,163N001V01,,CARKS_BDB,,Single Life,06-02-2024,06-02-2026,06-02-2026,21-11-1994,29,265,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
